,tokens,tags,ner_tags_str,len
38,"['Over' 'the' 'last' 'week' 'or' 'two' ',' 'as' 'the' 'stock' 'market'
 'rout' 'pummelled' 'the' 'net' 'worth' 'of' 'potential' 'buyers' ','
 'many' 'of' 'those' 'stores' 'were' 'forced' 'to' 'offer' 'steeper'
 'discounts' 'on' 'cars' 'such' 'as' 'the' 'BMW' 'X6' 'crossover' 'SUV'
 ',' 'according' 'to' 'the' 'dealer' 'group' 'chief' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",47
39,"['""' 'The' 'business' 'has' 'been' 'slow' 'for' 'the' 'last' '18' 'months'
 ',' 'but' 'lately' 'we' 'have' 'had' 'to' 'discount' 'even' 'more' ','
 '""' 'the' 'dealer' 'operator' 'said' ',' 'asking' 'for' 'anonymity'
 'because' 'he' 'did' 'not' 'want' 'to' 'damage' 'his' 'group' ""'s""
 'relationship' 'with' 'BMW' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 5 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O']",45
40,"['""' 'When' 'people' 'walk' 'into' 'a' 'showroom' 'now' ',' 'with'
 'anything' 'less' 'than' '15' 'percent' 'discount' 'they' 'would' 'not'
 'even' 'consider' 'opening' 'their' 'wallets' '.' '""']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",26
41,"['Jimmy' 'Cao' ',' 'a' 'Beijing' '-' 'based' 'BMW' 'spokesman' ',' 'said'
 'he' 'was' 'not' 'able' 'to' 'provide' 'an' 'immediate' 'comment' '.']",[1 2 0 0 3 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0],"['B-PER' 'I-PER' 'O' 'O' 'B-LOC' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']",21
42,"['The' 'average' '""' 'maker' 'suggested' 'retail' 'price' '""' '(' 'MSRP'
 ')' 'for' 'all' 'passenger' 'cars' 'remains' 'relatively' 'high' 'in'
 'China' ',' 'at' 'around' '280,000' 'yuan' '(' '$' '45,000' ')' ','
 'according' 'to' 'research' 'firm' 'JATO' 'Dynamics' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-ORG' 'I-ORG' 'O']",37
43,"['But' 'actual' 'prices' 'customers' 'pay' 'when' 'buying' 'cars' 'have'
 'fallen' 'steadily' 'since' '2012' 'to' 'slightly' 'less' 'than'
 '170,000' 'yuan' ',' 'chiefly' 'because' 'of' 'heavy' 'discounting' 'by'
 'dealers' ',' 'according' 'to' 'JATO' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O']",32
44,['SALES' 'FORECAST' 'CUT'],[0 0 0],['O' 'O' 'O'],3
45,"['In' 'the' 'first' 'sign' 'that' 'turmoil' 'in' 'the' 'stock' 'market'
 'could' 'affect' 'spending' 'in' 'the' 'real' 'economy' ',' 'China' ""'s""
 'automakers' ""'"" 'association' 'on' 'Friday' 'slashed' 'its' '2015'
 'forecast' 'for' 'vehicle' 'sales' 'growth' 'to' 'a' 'meagre' '3'
 'percent' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']",39
46,"['The' 'China' 'Association' 'of' 'Automobile' 'Manufacturers' '(' 'CAAM'
 ')' 'previously' 'predicted' 'combined' 'sales' 'for' 'passenger' 'and'
 'commercial' 'vehicles' 'to' 'grow' '7' 'percent' 'to' '25.1' 'million'
 'this' 'year' '.']",[0 5 6 6 6 6 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'B-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'O' 'B-ORG' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",28
47,"['""' 'The' 'stock' 'market' 'has' 'some' 'impact' 'on' 'the' 'car' 'sales'
 'as' 'it' 'hurts' 'cash' 'flow' ',' '""' 'CAAM' 'chief' 'Dong' 'Yang'
 'told' 'reporters' 'on' 'Friday' ',' 'adding' 'he' 'was' 'confident'
 'sales' 'would' 'pick' 'up' 'in' 'the' 'second' 'half' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-ORG' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']",40
48,"['Defending' 'the' 'double' '-' 'digit' 'operating' 'margins' 'that' 'the'
 'China' 'car' 'market' 'provided' 'just' 'a' 'few' 'years' 'ago' 'is'
 'not' 'easy' 'as' 'the' 'economy' 'cools' 'to' 'its' 'slowest' 'pace'
 'in' 'growth' 'in' 'a' 'quarter' 'century' ',' 'and' 'auto' 'dealers'
 'in' 'China' 'are' 'tightening' 'their' 'belts' 'to' 'keep' 'margins'
 'from' 'falling' 'further' '.']","[0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",52
49,"['The' 'BMW' 'dealer' 'group' 'chief' 'said' 'his' 'outlets' ',' 'which'
 'employ' 'about' '200' 'people' 'at' 'each' 'location' ',' 'had' 'put'
 'a' 'hold' 'on' 'new' 'hires' '.']",[0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",26
50,"['""' 'We' 'have' 'not' 'instituted' 'pay' 'cuts' ',' 'but' 'we' 'have'
 'actually' 'frozen' 'salary' 'increases' 'as' 'well' ',' '""' 'he' 'said'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']",22
51,"['The' 'dealer' 'group' 'chief' 'was' 'also' 'trying' 'to' 'persuade'
 'the' 'German' 'brand' 'to' 'lower' 'the' 'bar' 'for' 'bonuses' 'and'
 'rebates' '–' 'a' 'primary' 'source' 'of' 'profitability' 'for' 'most'
 'dealers' '–' 'by' 'reducing' 'its' 'sales' 'volume' 'objectives' 'for'
 'his' 'stores' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']",40
52,"['""' 'If' 'the' 'factory' 'actually' 'lowered' 'our' 'targets' ',' 'we'
 'would' ""n't"" 'have' 'so' 'much' 'pressure' 'to' 'discount' 'in' 'trying'
 'to' 'achieve' 'our' 'targets' ',' '""' 'he' 'said' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",29
53,"['Several' 'automakers' ',' 'including' 'General' 'Motors' 'Co' 'and'
 'Volkswagen' 'AG' ',' 'have' 'already' 'readjusted' 'their' 'pricing'
 'strategies' 'in' 'China' 'by' 'pushing' 'down' 'MSRPs' 'closer' 'to'
 'prevailing' 'transaction' 'levels' '.']",[0 0 0 0 5 6 6 0 5 6 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",29
54,"['GM' ""'s"" 'Shanghai' '-' 'based' 'spokeswoman' 'Irene' 'Shen' 'said' 'by'
 'email' 'the' 'Detroit' 'automaker' 'was' 'not' 'considering' 'lay' '-'
 'offs' 'or' 'big' 'productions' 'cuts' '.']",[5 0 3 0 0 0 1 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0],"['B-ORG' 'O' 'B-LOC' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'B-LOC'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",25
55,"['""' 'GM' 'is' 'committed' 'to' 'China' 'and' 'intends' 'to' 'continue'
 'to' 'grow' 'and' 'enhance' 'our' 'business' 'working' 'with' 'our'
 'partners' 'in' 'China' ',' '""' 'she' 'said' '.']",[0 5 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0],"['O' 'B-ORG' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O']",27
56,"['""' 'We' 'have' 'made' 'no' 'major' 'moves' 'to' 'curtail' 'production'
 '.']",[0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],11
57,"['We' 'regularly' 'manage' 'our' 'production' 'volumes' 'to' 'maintain'
 'inventories' 'within' 'a' 'healthy' 'range' '.' '""']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],15
58,"['Global' 'automakers' 'would' ',' 'in' 'any' 'case' ',' 'find' 'it'
 'hard' 'to' 'make' 'significant' 'lay' '-' 'offs' 'in' 'China' ','
 'given' 'they' 'are' 'mostly' 'partnered' 'with' 'Chinese' 'state' '-'
 'owned' 'car' 'makers' 'who' 'defer' 'to' 'Beijing' ""'s"" 'priority' 'of'
 'defending' 'social' 'stability' 'by' 'safeguarding' 'jobs' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
 0 0 0 0 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",46
59,"['""' 'For' 'high' 'profile' 'JVs' ',' 'it' 'would' 'be' 'difficult' 'to'
 'make' 'more' 'radical' 'restructuring' 'moves' 'like' 'larger' 'scale'
 'lay' '-' 'offs' 'and' 'capacity' 'reductions' ',' '""' 'James' 'Chao' ','
 'Shanghai' '-' 'based' 'Asia' '-Pacific' 'managing' 'director' 'at'
 'industry' 'consultant' 'IHS' 'Automotive' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 3 0 0 3 4 0 0
 0 0 0 5 6 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'B-LOC' 'O' 'O'
 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O']",43
60,"['(' '$' '1' '=' '6.2092' 'Chinese' 'yuan' 'renminbi' ')' '(' 'Editing'
 'by' 'Alex' 'Richardson' ')']",[0 0 0 0 0 0 0 0 0 0 0 0 1 2 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O'],15
61,"['Other' 'Articles' 'Split' 'child' '-' 'care' 'duties' 'for' 'a' ""'""
 'super' ""'"" 'sex' 'life' '!']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],15
62,"['Spiritual' 'awareness' 'varies' 'throughout' 'the' 'day' ':' 'Study'
 'Selfies' 'can' 'give' 'clues' 'to' 'your' 'personality']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],15
63,"['The' 'hippocampus' 'in' 'the' 'brain' '’s' 'temporal' 'lobe' 'is' 'not'
 'only' 'responsible' 'for' 'long' '-' 'term' 'memory' ',' 'but' 'also'
 'involved' 'in' 'quick' 'and' 'successful' 'conflict' 'resolution' ','
 'researchers' 'have' 'found' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",32
64,"['In' 'their' 'everyday' 'life' ',' 'people' 'are' 'constantly'
 'confronted' 'with' 'decision' 'conflicts' ',' 'especially' 'if' 'they'
 'need' 'to' 'suppress' 'an' 'action' 'that' 'would' 'have' 'made' 'sense'
 'under' 'normal' 'circumstances' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",30
65,"['For' 'example' ':' 'when' 'the' 'pedestrian' 'lights' 'go' 'green' ','
 'a' 'pedestrian' 'would' 'normally' 'start' 'walking' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],17
66,"['If' ',' 'however' ',' 'a' 'car' 'comes' 'speeding' 'along' 'at' 'the'
 'same' 'time' ',' 'the' 'pedestrian' 'should' 'stay' 'where' 'he' 'is'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']",22
67,"['In' 'their' 'experiment' ',' 'researchers' 'headed' 'by' 'Dr' 'Nikolai'
 'Axmacher' 'from' 'the' 'Ruhr' '-' 'Universitat' 'Bochum' '(' 'RUB' ')'
 'in' 'Germany' ',' 'together' 'with' 'colleagues' 'from' 'the'
 'University' 'Hospital' 'of' 'Bonn' 'as' 'well' 'as' 'in' 'Aachen' 'and'
 'Birmingham' 'opted' 'for' 'a' 'less' 'threatening' 'situation' '.']","[0 0 0 0 0 0 0 0 1 2 0 0 5 6 6 6 0 5 0 0 3 0 0 0 0 0 0 5 6 6 6 0 0 0 0 3 0
 3 0 0 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'B-ORG' 'I-ORG'
 'I-ORG' 'I-ORG' 'O' 'B-ORG' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'B-LOC' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']",45
68,"['Test' 'participants' 'heard' 'the' 'words' '“' 'high' '”' 'or' '“' 'low'
 '”' 'spoken' 'in' 'a' 'high' 'or' 'low' 'tone' ',' 'and' 'they' 'had'
 'to' 'state' '–' 'regardless' 'of' 'the' 'meaning' 'of' 'the' 'word' '–'
 'at' 'what' 'pitch' 'the' 'speaker' 'said' 'them' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']",42
69,"['If' 'the' 'pitch' 'does' 'n’t' 'correspond' 'with' 'the' 'meaning' 'of'
 'the' 'word' ',' 'a' 'conflict' 'is' 'generated' ':' 'the' 'participants'
 'would' 'answer' 'more' 'slowly' 'and' 'make' 'more' 'mistakes' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",29
70,"['The' 'team' 'demonstrated' 'with' 'two' 'different' 'measurement'
 'methods' 'that' 'the' 'hippocampus' 'is' 'active' 'in' 'such'
 'conflicting' 'situations' ';' 'this' 'applies' 'particularly' 'when' 'a'
 'person' 'solves' 'the' 'conflicts' 'quickly' 'and' 'successfully' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",31
71,"['Axmacher' 'and' 'colleagues' 'analysed' 'the' 'brain' 'activity' 'in'
 'healthy' 'participants' 'with' 'functional' 'magnetic' 'resonance'
 'imaging' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],16
72,"['They' 'gained' 'the' 'same' 'results' 'in' 'epilepsy' 'patients' 'who'
 'had' 'EEG' 'electrodes' 'implanted' 'in' 'the' 'hippocampus' 'for' 'the'
 'purpose' 'of' 'surgery' 'planning' ';' 'this' 'is' 'how' 'the'
 'researchers' 'could' 'measure' 'the' 'activity' 'in' 'that' 'brain'
 'region' 'directly' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']",38
73,"['Because' 'the' 'hippocampus' 'is' 'essential' 'for' 'memory' ',' 'the'
 'researchers' 'speculate' 'about' 'its' 'role' 'in' 'conflict'
 'resolution' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],18
74,"['“' 'Our' 'data' 'show' 'first' 'of' 'all' 'a' 'completely' 'new'
 'function' 'of' 'the' 'Hippocampus' '–' 'processing' 'of' 'activity'
 'conflicts' ',' '”' 'said' 'Carina' 'Oehrn' 'from' 'the' 'Department'
 'of' 'Epileptology' 'at' 'the' 'University' 'Hospital' 'of' 'Bonn' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 5 6 6 0 0 5 6 6 6 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'O' 'O'
 'B-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'O']",36
75,"['“' 'However' ',' 'in' 'order' 'to' 'answer' 'the' 'question' 'how'
 'that' 'function' 'interacts' 'with' 'memory' 'processes' ',' 'we' 'will'
 'have' 'to' 'carry' 'out' 'additional' 'tests' ',' '”' 'said' 'Oehrn' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O']",30
76,"['“' 'Perhaps' 'the' 'memory' 'system' 'becomes' 'particularly' 'active'
 'if' 'a' 'conflict' 'has' 'been' 'successfully' 'resolved' ',' '”' 'said'
 'Axmacher' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PER' 'O']",20
77,"['The' 'study' 'was' 'published' 'in' 'the' 'journal' 'Current' 'Biology'
 '.']",[0 0 0 0 0 0 0 5 6 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O'],10
78,"['22' ',' '2015' '9:57' 'am']",[0 0 0 0 0],['O' 'O' 'O' 'O' 'O'],5
79,"['361' 'Capital' 'Soft' 'Closes' 'the' '361' 'Managed' 'Futures'
 'Strategy' 'Fund' 'September' '10' ',' '2015' '08:00' 'ET' '|' 'Source'
 ':' '361' 'Capital' 'LLC' 'DENVER' ',' 'Sept.' '10' ',' '361' 'Capital'
 ',' 'a' 'leading' 'boutique' 'asset' 'manager' 'offering' 'institutional'
 '-' 'quality' 'alternative' 'mutual' 'funds' ',' 'today' 'announced'
 'the' 'soft' 'close' 'of' 'the' '361' 'Capital' 'Managed' 'Futures'
 'Strategy' 'Fund' ',' 'a' 'fund' 'which' 'employs' 'a' 'distinct'
 'counter' '-' 'trend' 'approach' 'in' 'the' 'pursuit' 'of' 'attractive'
 'risk' '-' 'adjusted' 'returns' 'that' 'exhibit' 'low' 'correlations'
 'to' 'traditional' 'stock' 'and' 'bond' 'investments' '.']","[5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 5 6 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]","['B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']",87
80,"['The' 'fund' 'will' 'be' 'closed' 'to' 'new' 'investors' 'beginning'
 'September' '30' ',' '2015' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],14
